id,answer,num1,op,num2
TRAIN00066.jpg,3.00,3,plus,0
TRAIN00067.jpg,1.00,0,plus,1
TRAIN00068.jpg,5.00,5,plus,0
TRAIN00069.jpg,1.00,1,minus,0
TRAIN00070.jpg,-4.00,1,minus,5
TRAIN00071.jpg,45.00,5,times,9
TRAIN00072.jpg,0.17,1,divide,6
TRAIN00073.jpg,28.00,7,times,4
TRAIN00074.jpg,9.00,9,times,1
TRAIN00075.jpg,0.00,0,minus,0
TRAIN00076.jpg,6.00,3,times,2
TRAIN00077.jpg,-4.00,2,minus,6
TRAIN00078.jpg,27.00,9,times,3
TRAIN00079.jpg,-7.00,2,minus,9
TRAIN00080.jpg,2.00,1,plus,1
TRAIN00081.jpg,0.88,7,divide,8
TRAIN00082.jpg,6.00,6,minus,0
TRAIN00083.jpg,54.00,9,times,6
TRAIN00084.jpg,5.00,5,plus,0
TRAIN00085.jpg,0.40,2,divide,5
TRAIN00086.jpg,-1.00,2,minus,3
TRAIN00087.jpg,0.57,4,divide,7
TRAIN00088.jpg,2.00,4,divide,2
TRAIN00089.jpg,1.29,9,divide,7
TRAIN00090.jpg,3.00,3,plus,0
TRAIN00091.jpg,3.00,6,divide,2
TRAIN00092.jpg,1.00,6,divide,6
TRAIN00093.jpg,64.00,8,times,8
TRAIN00094.jpg,0.33,2,divide,6
TRAIN00095.jpg,0.00,0,times,2
TRAIN00096.jpg,8.00,6,plus,2
TRAIN00097.jpg,-9.00,0,minus,9
TRAIN00098.jpg,-2.00,3,minus,5
TRAIN00099.jpg,18.00,9,times,2
TRAIN00100.jpg,0.00,5,minus,5
TRAIN00101.jpg,20.00,5,times,4
TRAIN00102.jpg,2.00,5,minus,3
TRAIN00103.jpg,40.00,5,times,8
TRAIN00104.jpg,24.00,3,times,8
TRAIN00105.jpg,10.00,2,times,5
TRAIN00106.jpg,0.00,0,minus,0
TRAIN00107.jpg,0.00,0,times,2
TRAIN00108.jpg,0.50,4,divide,8
TRAIN00109.jpg,0.89,8,divide,9
TRAIN00110.jpg,2.00,8,divide,4
TRAIN00111.jpg,17.00,9,plus,8
TRAIN00112.jpg,14.00,7,times,2
TRAIN00113.jpg,6.00,5,plus,1
TRAIN00114.jpg,14.00,2,times,7
TRAIN00115.jpg,1.00,1,times,1
TRAIN00116.jpg,1.33,8,divide,6
TRAIN00117.jpg,10.00,1,plus,9
TRAIN00118.jpg,24.00,8,times,3
TRAIN00119.jpg,72.00,9,times,8
TRAIN00120.jpg,0.67,2,divide,3
TRAIN00121.jpg,15.00,5,times,3
TRAIN00122.jpg,-4.00,4,minus,8
TRAIN00123.jpg,6.00,3,plus,3
TRAIN00124.jpg,6.00,9,minus,3
TRAIN00125.jpg,6.00,2,plus,4
TRAIN00126.jpg,1.50,6,divide,4
TRAIN00127.jpg,-5.00,4,minus,9
TRAIN00128.jpg,12.00,4,times,3
TRAIN00129.jpg,13.00,9,plus,4
TRAIN00130.jpg,3.00,5,minus,2
TRAIN00131.jpg,0.80,4,divide,5
TRAIN00132.jpg,-4.00,0,minus,4
TRAIN00133.jpg,0.67,2,divide,3
TRAIN00134.jpg,0.00,3,minus,3
TRAIN00135.jpg,2.00,7,minus,5
TRAIN00136.jpg,13.00,4,plus,9
TRAIN00137.jpg,-2.00,2,minus,4
TRAIN00138.jpg,4.00,1,plus,3
TRAIN00139.jpg,5.00,2,plus,3
TRAIN00140.jpg,-2.00,3,minus,5
TRAIN00141.jpg,15.00,5,times,3
TRAIN00142.jpg,9.00,9,times,1
TRAIN00143.jpg,11.00,3,plus,8
TRAIN00144.jpg,12.00,2,times,6
TRAIN00145.jpg,0.00,0,minus,0
TRAIN00146.jpg,4.00,4,times,1
TRAIN00147.jpg,1.40,7,divide,5
TRAIN00148.jpg,18.00,2,times,9
TRAIN00149.jpg,1.00,5,divide,5
TRAIN00150.jpg,0.71,5,divide,7
TRAIN00151.jpg,2.00,0,plus,2
TRAIN00152.jpg,27.00,3,times,9
TRAIN00153.jpg,7.00,3,plus,4
TRAIN00154.jpg,6.00,0,plus,6
TRAIN00155.jpg,1.00,4,divide,4
TRAIN00156.jpg,4.00,9,minus,5
TRAIN00157.jpg,1.25,5,divide,4
TRAIN00158.jpg,0.00,0,times,3
TRAIN00159.jpg,12.00,4,plus,8
TRAIN00160.jpg,14.00,6,plus,8
TRAIN00161.jpg,12.00,3,times,4
TRAIN00162.jpg,4.00,1,plus,3
TRAIN00163.jpg,0.33,3,divide,9
TRAIN00164.jpg,4.00,8,divide,2
TRAIN00165.jpg,-2.00,1,minus,3
TRAIN00166.jpg,1.00,8,minus,7
TRAIN00167.jpg,10.00,2,plus,8
TRAIN00168.jpg,1.00,5,minus,4
TRAIN00169.jpg,4.00,2,plus,2
TRAIN00170.jpg,4.00,4,minus,0
TRAIN00171.jpg,1.00,6,divide,6
TRAIN00172.jpg,6.00,3,plus,3
TRAIN00173.jpg,0.00,0,divide,5
TRAIN00174.jpg,1.00,8,minus,7
TRAIN00175.jpg,9.00,4,plus,5
TRAIN00176.jpg,2.50,5,divide,2
TRAIN00177.jpg,7.00,9,minus,2
TRAIN00178.jpg,7.00,6,plus,1
TRAIN00179.jpg,0.00,7,times,0
TRAIN00180.jpg,0.78,7,divide,9
TRAIN00181.jpg,4.00,1,times,4
TRAIN00182.jpg,-3.00,6,minus,9
TRAIN00183.jpg,0.20,1,divide,5
TRAIN00184.jpg,1.60,8,divide,5
TRAIN00185.jpg,7.00,7,minus,0
TRAIN00186.jpg,2.00,2,minus,0
TRAIN00187.jpg,3.00,5,minus,2
TRAIN00188.jpg,8.00,8,plus,0
TRAIN00189.jpg,40.00,5,times,8
TRAIN00190.jpg,-5.00,1,minus,6
TRAIN00191.jpg,4.00,1,times,4
TRAIN00192.jpg,54.00,6,times,9
TRAIN00193.jpg,10.00,2,plus,8
TRAIN00194.jpg,8.00,6,plus,2
TRAIN00195.jpg,6.00,1,plus,5
TRAIN00196.jpg,11.00,5,plus,6
TRAIN00197.jpg,32.00,8,times,4
TRAIN00198.jpg,0.40,2,divide,5
TRAIN00199.jpg,56.00,7,times,8
TRAIN00200.jpg,0.00,0,divide,4
TRAIN00201.jpg,-1.00,7,minus,8
TRAIN00202.jpg,0.00,5,minus,5
TRAIN00203.jpg,0.83,5,divide,6
TRAIN00204.jpg,18.00,3,times,6
TRAIN00205.jpg,8.00,8,divide,1
TRAIN00206.jpg,1.00,0,plus,1
TRAIN00207.jpg,5.00,5,divide,1
TRAIN00208.jpg,0.00,0,times,6
TRAIN00209.jpg,9.00,1,times,9
TRAIN00210.jpg,3.00,9,minus,6
TRAIN00211.jpg,9.00,4,plus,5
TRAIN00212.jpg,0.44,4,divide,9
TRAIN00213.jpg,-8.00,1,minus,9
TRAIN00214.jpg,0.00,5,times,0
TRAIN00215.jpg,8.00,7,plus,1
TRAIN00216.jpg,11.00,4,plus,7
TRAIN00217.jpg,5.00,5,times,1
TRAIN00218.jpg,0.11,1,divide,9
TRAIN00219.jpg,48.00,8,times,6
TRAIN00220.jpg,3.50,7,divide,2
TRAIN00221.jpg,1.00,8,minus,7
TRAIN00222.jpg,0.00,0,divide,8
TRAIN00223.jpg,4.00,8,minus,4
TRAIN00224.jpg,-4.00,0,minus,4
TRAIN00225.jpg,6.00,3,plus,3
TRAIN00226.jpg,8.00,4,times,2
TRAIN00227.jpg,1.00,1,plus,0
TRAIN00228.jpg,4.00,4,times,1
TRAIN00229.jpg,2.67,8,divide,3
TRAIN00230.jpg,9.00,1,times,9
TRAIN00231.jpg,0.40,2,divide,5
TRAIN00232.jpg,0.88,7,divide,8
TRAIN00233.jpg,18.00,6,times,3
TRAIN00234.jpg,3.00,3,divide,1
TRAIN00235.jpg,0.00,3,times,0
TRAIN00236.jpg,12.00,7,plus,5
TRAIN00237.jpg,2.00,1,times,2
TRAIN00238.jpg,1.00,1,plus,0
TRAIN00239.jpg,0.00,5,minus,5
TRAIN00240.jpg,1.00,1,times,1
TRAIN00241.jpg,-7.00,2,minus,9
TRAIN00242.jpg,0.50,2,divide,4
TRAIN00243.jpg,1.60,8,divide,5
TRAIN00244.jpg,1.00,6,minus,5
TRAIN00245.jpg,0.62,5,divide,8
TRAIN00246.jpg,0.00,0,plus,0
TRAIN00247.jpg,3.00,1,times,3
TRAIN00248.jpg,3.00,7,minus,4
TRAIN00249.jpg,1.75,7,divide,4
TRAIN00250.jpg,0.33,3,divide,9
TRAIN00251.jpg,9.00,7,plus,2
TRAIN00252.jpg,3.00,1,times,3
TRAIN00253.jpg,64.00,8,times,8
TRAIN00254.jpg,16.00,7,plus,9
TRAIN00255.jpg,12.00,7,plus,5
TRAIN00256.jpg,20.00,4,times,5
TRAIN00257.jpg,2.33,7,divide,3
TRAIN00258.jpg,1.50,3,divide,2
TRAIN00259.jpg,48.00,6,times,8
TRAIN00260.jpg,-2.00,2,minus,4
TRAIN00261.jpg,8.00,9,minus,1
TRAIN00262.jpg,35.00,5,times,7
TRAIN00263.jpg,6.00,6,plus,0
TRAIN00264.jpg,15.00,5,times,3
TRAIN00265.jpg,2.00,3,minus,1
TRAIN00266.jpg,0.33,3,divide,9
TRAIN00267.jpg,-3.00,3,minus,6
TRAIN00268.jpg,5.00,5,plus,0
TRAIN00269.jpg,0.50,3,divide,6
TRAIN00270.jpg,0.00,0,minus,0
TRAIN00271.jpg,3.00,9,minus,6
TRAIN00272.jpg,0.83,5,divide,6
TRAIN00273.jpg,5.00,0,plus,5
TRAIN00274.jpg,3.00,6,divide,2
TRAIN00275.jpg,9.00,7,plus,2
TRAIN00276.jpg,20.00,4,times,5
TRAIN00277.jpg,0.00,4,times,0
TRAIN00278.jpg,24.00,8,times,3
TRAIN00279.jpg,0.62,5,divide,8
TRAIN00280.jpg,0.00,0,divide,4
TRAIN00281.jpg,4.00,1,times,4
TRAIN00282.jpg,9.00,4,plus,5
TRAIN00283.jpg,1.12,9,divide,8
TRAIN00284.jpg,-1.00,3,minus,4
TRAIN00285.jpg,-2.00,5,minus,7
TRAIN00286.jpg,6.00,2,plus,4
TRAIN00287.jpg,4.00,0,plus,4
TRAIN00288.jpg,32.00,4,times,8
TRAIN00289.jpg,13.00,5,plus,8
TRAIN00290.jpg,12.00,4,plus,8
TRAIN00291.jpg,0.00,0,divide,5
TRAIN00292.jpg,21.00,3,times,7
TRAIN00293.jpg,18.00,6,times,3
TRAIN00294.jpg,-2.00,3,minus,5
TRAIN00295.jpg,27.00,9,times,3
TRAIN00296.jpg,7.00,7,divide,1
TRAIN00297.jpg,2.00,2,times,1
TRAIN00298.jpg,7.00,8,minus,1
TRAIN00299.jpg,10.00,7,plus,3
TRAIN00300.jpg,0.38,3,divide,8
TRAIN00301.jpg,49.00,7,times,7
TRAIN00302.jpg,1.29,9,divide,7
TRAIN00303.jpg,4.00,7,minus,3
TRAIN00304.jpg,8.00,2,plus,6
TRAIN00305.jpg,35.00,7,times,5
TRAIN00306.jpg,25.00,5,times,5
TRAIN00307.jpg,0.50,1,divide,2
TRAIN00308.jpg,7.00,6,plus,1
TRAIN00309.jpg,0.20,1,divide,5
TRAIN00310.jpg,12.00,7,plus,5
TRAIN00311.jpg,0.11,1,divide,9
TRAIN00312.jpg,-2.00,5,minus,7
TRAIN00313.jpg,0.75,3,divide,4
TRAIN00314.jpg,8.00,7,plus,1
TRAIN00315.jpg,-7.00,1,minus,8
TRAIN00316.jpg,0.29,2,divide,7
TRAIN00317.jpg,0.00,0,times,6
TRAIN00318.jpg,13.00,8,plus,5
TRAIN00319.jpg,7.00,7,plus,0
TRAIN00320.jpg,7.00,1,plus,6
TRAIN00321.jpg,0.00,6,times,0
TRAIN00322.jpg,64.00,8,times,8
TRAIN00323.jpg,5.00,5,divide,1
TRAIN00324.jpg,9.00,3,plus,6
TRAIN00325.jpg,-9.00,0,minus,9
TRAIN00326.jpg,45.00,9,times,5
TRAIN00327.jpg,4.00,7,minus,3
TRAIN00328.jpg,5.00,8,minus,3
TRAIN00329.jpg,36.00,4,times,9
TRAIN00330.jpg,8.00,8,times,1
TRAIN00331.jpg,0.00,0,divide,6
TRAIN00332.jpg,10.00,4,plus,6
TRAIN00333.jpg,0.00,2,minus,2
TRAIN00334.jpg,9.00,9,divide,1
TRAIN00335.jpg,-4.00,0,minus,4
TRAIN00336.jpg,16.00,2,times,8
TRAIN00337.jpg,0.00,0,times,1
TRAIN00338.jpg,3.00,3,divide,1
TRAIN00339.jpg,5.00,0,plus,5
TRAIN00340.jpg,0.00,0,divide,1
TRAIN00341.jpg,0.00,0,times,6
TRAIN00342.jpg,0.25,2,divide,8
TRAIN00343.jpg,0.22,2,divide,9
TRAIN00344.jpg,0.00,0,times,5
TRAIN00345.jpg,0.00,8,minus,8
TRAIN00346.jpg,4.00,2,times,2
TRAIN00347.jpg,0.83,5,divide,6
TRAIN00348.jpg,0.67,2,divide,3
TRAIN00349.jpg,1.67,5,divide,3
TRAIN00350.jpg,0.22,2,divide,9
TRAIN00351.jpg,1.00,3,minus,2
TRAIN00352.jpg,9.00,9,minus,0
TRAIN00353.jpg,0.25,2,divide,8
TRAIN00354.jpg,72.00,8,times,9
TRAIN00355.jpg,0.00,0,times,3
TRAIN00356.jpg,3.00,3,divide,1
TRAIN00357.jpg,-1.00,1,minus,2
TRAIN00358.jpg,4.50,9,divide,2
TRAIN00359.jpg,12.00,9,plus,3
TRAIN00360.jpg,4.00,4,plus,0
TRAIN00361.jpg,48.00,6,times,8
TRAIN00362.jpg,-7.00,1,minus,8
TRAIN00363.jpg,1.00,8,minus,7
TRAIN00364.jpg,16.00,2,times,8
TRAIN00365.jpg,-8.00,1,minus,9
TRAIN00366.jpg,0.00,0,divide,1
TRAIN00367.jpg,24.00,4,times,6
TRAIN00368.jpg,12.00,3,times,4
TRAIN00369.jpg,1.80,9,divide,5
TRAIN00370.jpg,0.12,1,divide,8
TRAIN00371.jpg,-4.00,1,minus,5
TRAIN00372.jpg,5.00,0,plus,5
TRAIN00373.jpg,0.33,3,divide,9
TRAIN00374.jpg,1.00,8,minus,7
TRAIN00375.jpg,1.00,1,times,1
TRAIN00376.jpg,0.75,6,divide,8
TRAIN00377.jpg,4.00,3,plus,1
TRAIN00378.jpg,0.75,6,divide,8
TRAIN00379.jpg,40.00,8,times,5
TRAIN00380.jpg,1.00,5,divide,5
TRAIN00381.jpg,1.00,8,divide,8
TRAIN00382.jpg,2.00,9,minus,7
TRAIN00383.jpg,0.00,1,times,0
TRAIN00384.jpg,0.56,5,divide,9
TRAIN00385.jpg,1.00,1,times,1
TRAIN00386.jpg,0.00,0,times,7
TRAIN00387.jpg,5.00,6,minus,1
TRAIN00388.jpg,0.75,6,divide,8
TRAIN00389.jpg,0.14,1,divide,7
TRAIN00390.jpg,3.00,7,minus,4
TRAIN00391.jpg,0.50,4,divide,8
TRAIN00392.jpg,3.00,7,minus,4
TRAIN00393.jpg,5.00,8,minus,3
TRAIN00394.jpg,30.00,5,times,6
TRAIN00395.jpg,6.00,1,times,6
TRAIN00396.jpg,0.14,1,divide,7
TRAIN00397.jpg,3.00,3,minus,0
TRAIN00398.jpg,-4.00,3,minus,7
TRAIN00399.jpg,15.00,5,times,3
TRAIN00400.jpg,-8.00,0,minus,8
TRAIN00401.jpg,2.00,2,minus,0
TRAIN00402.jpg,0.00,0,times,9
TRAIN00403.jpg,2.00,8,minus,6
TRAIN00404.jpg,14.00,6,plus,8
TRAIN00405.jpg,0.75,6,divide,8
TRAIN00406.jpg,1.00,9,minus,8
TRAIN00407.jpg,-3.00,6,minus,9
TRAIN00408.jpg,-3.00,2,minus,5
TRAIN00409.jpg,0.17,1,divide,6
TRAIN00410.jpg,5.00,5,times,1
TRAIN00411.jpg,4.00,4,plus,0
TRAIN00412.jpg,1.75,7,divide,4
TRAIN00413.jpg,0.75,3,divide,4
TRAIN00414.jpg,9.00,9,plus,0
TRAIN00415.jpg,1.00,9,divide,9
TRAIN00416.jpg,56.00,8,times,7
TRAIN00417.jpg,2.33,7,divide,3
TRAIN00418.jpg,0.00,5,times,0
TRAIN00419.jpg,14.00,8,plus,6
TRAIN00420.jpg,-2.00,1,minus,3
TRAIN00421.jpg,0.00,3,times,0
TRAIN00422.jpg,1.17,7,divide,6
TRAIN00423.jpg,-5.00,0,minus,5
TRAIN00424.jpg,15.00,6,plus,9
TRAIN00425.jpg,12.00,3,plus,9
TRAIN00426.jpg,24.00,8,times,3
TRAIN00427.jpg,0.33,1,divide,3
TRAIN00428.jpg,7.00,7,divide,1
TRAIN00429.jpg,5.00,9,minus,4
TRAIN00430.jpg,0.50,4,divide,8
TRAIN00431.jpg,15.00,6,plus,9
TRAIN00432.jpg,0.00,0,divide,2
TRAIN00433.jpg,3.00,1,times,3
TRAIN00434.jpg,12.00,6,plus,6
TRAIN00435.jpg,4.50,9,divide,2
TRAIN00436.jpg,-1.00,3,minus,4
TRAIN00437.jpg,2.25,9,divide,4
TRAIN00438.jpg,0.80,4,divide,5
TRAIN00439.jpg,14.00,6,plus,8
TRAIN00440.jpg,8.00,4,plus,4
TRAIN00441.jpg,0.00,0,times,4
TRAIN00442.jpg,16.00,8,plus,8
TRAIN00443.jpg,1.00,9,divide,9
TRAIN00444.jpg,-3.00,4,minus,7
TRAIN00445.jpg,5.00,8,minus,3
TRAIN00446.jpg,0.17,1,divide,6
TRAIN00447.jpg,42.00,7,times,6
TRAIN00448.jpg,16.00,8,times,2
TRAIN00449.jpg,6.00,1,times,6
TRAIN00450.jpg,0.00,5,times,0
TRAIN00451.jpg,16.00,9,plus,7
TRAIN00452.jpg,15.00,6,plus,9
TRAIN00453.jpg,-2.00,5,minus,7
TRAIN00454.jpg,0.00,0,divide,6
TRAIN00455.jpg,30.00,6,times,5
TRAIN00456.jpg,15.00,5,times,3
TRAIN00457.jpg,5.00,6,minus,1
TRAIN00458.jpg,11.00,5,plus,6
TRAIN00459.jpg,64.00,8,times,8
TRAIN00460.jpg,-6.00,0,minus,6
TRAIN00461.jpg,6.00,7,minus,1
TRAIN00462.jpg,0.00,4,minus,4
TRAIN00463.jpg,24.00,4,times,6
TRAIN00464.jpg,15.00,5,times,3
TRAIN00465.jpg,0.00,5,times,0
TRAIN00466.jpg,10.00,5,times,2
TRAIN00467.jpg,2.00,4,divide,2
TRAIN00468.jpg,10.00,9,plus,1
TRAIN00469.jpg,1.33,4,divide,3
TRAIN00470.jpg,18.00,3,times,6
TRAIN00471.jpg,7.00,8,minus,1
TRAIN00472.jpg,5.00,4,plus,1
TRAIN00473.jpg,1.00,9,divide,9
TRAIN00474.jpg,1.20,6,divide,5
TRAIN00475.jpg,-6.00,1,minus,7
TRAIN00476.jpg,6.00,5,plus,1
TRAIN00477.jpg,-2.00,6,minus,8
TRAIN00478.jpg,5.00,8,minus,3
TRAIN00479.jpg,11.00,8,plus,3
TRAIN00480.jpg,8.00,4,plus,4
TRAIN00481.jpg,17.00,8,plus,9
TRAIN00482.jpg,1.50,9,divide,6
TRAIN00483.jpg,16.00,2,times,8
TRAIN00484.jpg,18.00,6,times,3
TRAIN00485.jpg,1.00,8,divide,8
TRAIN00486.jpg,10.00,6,plus,4
TRAIN00487.jpg,2.00,7,minus,5
TRAIN00488.jpg,5.00,1,plus,4
TRAIN00489.jpg,2.00,5,minus,3
TRAIN00490.jpg,1.00,6,minus,5
TRAIN00491.jpg,1.00,2,minus,1
TRAIN00492.jpg,0.00,0,divide,7
TRAIN00493.jpg,0.00,7,minus,7
TRAIN00494.jpg,-6.00,1,minus,7
TRAIN00495.jpg,11.00,5,plus,6
TRAIN00496.jpg,0.00,1,times,0
TRAIN00497.jpg,0.50,3,divide,6
TRAIN00498.jpg,11.00,7,plus,4
TRAIN00499.jpg,0.00,0,times,2
TRAIN00500.jpg,7.00,4,plus,3
TRAIN00501.jpg,28.00,7,times,4
TRAIN00502.jpg,1.00,4,divide,4
TRAIN00503.jpg,0.50,1,divide,2
TRAIN00504.jpg,45.00,9,times,5
TRAIN00505.jpg,-2.00,6,minus,8
TRAIN00506.jpg,0.44,4,divide,9
TRAIN00507.jpg,1.20,6,divide,5
TRAIN00508.jpg,5.00,8,minus,3
TRAIN00509.jpg,0.00,8,times,0
TRAIN00510.jpg,6.00,1,times,6
TRAIN00511.jpg,-1.00,3,minus,4
TRAIN00512.jpg,0.00,6,times,0
TRAIN00513.jpg,1.60,8,divide,5
TRAIN00514.jpg,0.71,5,divide,7
TRAIN00515.jpg,0.50,4,divide,8
TRAIN00516.jpg,54.00,9,times,6
TRAIN00517.jpg,7.00,1,plus,6
TRAIN00518.jpg,10.00,2,plus,8
TRAIN00519.jpg,4.00,4,divide,1
TRAIN00520.jpg,40.00,8,times,5
TRAIN00521.jpg,-3.00,3,minus,6
TRAIN00522.jpg,63.00,9,times,7
TRAIN00523.jpg,5.00,1,plus,4
TRAIN00524.jpg,0.00,9,minus,9
TRAIN00525.jpg,-6.00,0,minus,6
TRAIN00526.jpg,8.00,8,minus,0
TRAIN00527.jpg,6.00,5,plus,1
TRAIN00528.jpg,16.00,4,times,4
TRAIN00529.jpg,32.00,8,times,4
TRAIN00530.jpg,0.00,9,minus,9
TRAIN00531.jpg,4.00,3,plus,1
TRAIN00532.jpg,0.50,1,divide,2
TRAIN00533.jpg,2.50,5,divide,2
TRAIN00534.jpg,5.00,1,times,5
TRAIN00535.jpg,8.00,4,plus,4
TRAIN00536.jpg,0.00,4,times,0
TRAIN00537.jpg,13.00,7,plus,6
TRAIN00538.jpg,24.00,4,times,6
TRAIN00539.jpg,-1.00,7,minus,8
TRAIN00540.jpg,-8.00,1,minus,9
TRAIN00541.jpg,1.00,8,divide,8
TRAIN00542.jpg,24.00,4,times,6
TRAIN00543.jpg,-2.00,6,minus,8
TRAIN00544.jpg,8.00,1,plus,7
TRAIN00545.jpg,8.00,4,times,2
TRAIN00546.jpg,3.00,4,minus,1
TRAIN00547.jpg,0.33,2,divide,6
TRAIN00548.jpg,16.00,8,plus,8
TRAIN00549.jpg,0.00,0,divide,1
TRAIN00550.jpg,1.00,5,divide,5
TRAIN00551.jpg,8.00,8,divide,1
TRAIN00552.jpg,1.00,9,divide,9
TRAIN00553.jpg,14.00,8,plus,6
TRAIN00554.jpg,18.00,9,times,2
TRAIN00555.jpg,0.00,0,divide,2
TRAIN00556.jpg,3.00,4,minus,1
TRAIN00557.jpg,1.50,6,divide,4
TRAIN00558.jpg,7.00,5,plus,2
TRAIN00559.jpg,0.56,5,divide,9
TRAIN00560.jpg,0.00,0,divide,5
TRAIN00561.jpg,0.50,2,divide,4
TRAIN00562.jpg,0.71,5,divide,7
TRAIN00563.jpg,0.71,5,divide,7
TRAIN00564.jpg,16.00,9,plus,7
TRAIN00565.jpg,0.00,0,divide,2
TRAIN00566.jpg,9.00,9,minus,0
TRAIN00567.jpg,2.00,2,divide,1
TRAIN00568.jpg,1.00,4,divide,4
TRAIN00569.jpg,8.00,2,plus,6
TRAIN00570.jpg,-1.00,1,minus,2
TRAIN00571.jpg,1.00,8,divide,8
TRAIN00572.jpg,1.00,8,minus,7
TRAIN00573.jpg,5.00,5,divide,1
TRAIN00574.jpg,36.00,9,times,4
TRAIN00575.jpg,6.00,6,plus,0
TRAIN00576.jpg,0.00,0,divide,7
TRAIN00577.jpg,1.00,9,minus,8
TRAIN00578.jpg,14.00,9,plus,5
TRAIN00579.jpg,0.00,0,times,8
TRAIN00580.jpg,11.00,6,plus,5
TRAIN00581.jpg,10.00,7,plus,3
TRAIN00582.jpg,4.00,1,plus,3
TRAIN00583.jpg,8.00,2,times,4
TRAIN00584.jpg,0.50,1,divide,2
TRAIN00585.jpg,9.00,9,times,1
TRAIN00586.jpg,1.00,5,divide,5
TRAIN00587.jpg,24.00,6,times,4
TRAIN00588.jpg,15.00,8,plus,7
TRAIN00589.jpg,10.00,2,times,5
TRAIN00590.jpg,13.00,4,plus,9
TRAIN00591.jpg,8.00,9,minus,1
TRAIN00592.jpg,4.00,1,plus,3
TRAIN00593.jpg,8.00,8,times,1
TRAIN00594.jpg,3.50,7,divide,2
TRAIN00595.jpg,0.89,8,divide,9
TRAIN00596.jpg,1.33,4,divide,3
TRAIN00597.jpg,1.14,8,divide,7
TRAIN00598.jpg,9.00,9,minus,0
TRAIN00599.jpg,-1.00,4,minus,5
TRAIN00600.jpg,7.00,4,plus,3
TRAIN00601.jpg,13.00,9,plus,4
TRAIN00602.jpg,0.00,0,divide,4
TRAIN00603.jpg,-1.00,1,minus,2
TRAIN00604.jpg,12.00,7,plus,5
TRAIN00605.jpg,9.00,3,times,3
TRAIN00606.jpg,1.17,7,divide,6
TRAIN00607.jpg,8.00,0,plus,8
TRAIN00608.jpg,0.17,1,divide,6
TRAIN00609.jpg,0.22,2,divide,9
TRAIN00610.jpg,0.00,2,times,0
